accessed_date,duration_(secs),network_protocol,ip,bytes,accessed_Ffom,age,gender,country,membership,language,sales,returned,returned_amount,pay_method
2017-03-17 21:16:45.413,3737,TCP  ,41.58.193.104,3745,Others,37,Female,NO,Premium,English,13.36,No,0,Credit Card
2017-03-17 21:17:03.250,1711,TCP  ,41.58.224.22,2900,Mozilla Firefox,35,Male,CA,Premium,English,250.272,No,0,Credit Card
2017-03-17 21:17:03.250,4428,TCP  ,41.58.239.63,3745,Mozilla Firefox,21,Female,MX,Premium,English,11.364,No,0,Credit Card
2017-03-17 21:17:35.846,2706,TCP  ,41.58.246.136,46,Mozilla Firefox,41,Female,CA,Premium,English,8.72,No,0,Cash
2017-03-17 21:17:35.846,2759,TCP  ,41.58.49.112,40,Mozilla Firefox,46,Female,IT,Premium,English,1121.568,No,0,Cash
2017-03-17 21:17:22.029,4241,TCP  ,41.58.51.189,2900,Mozilla Firefox,42,Female,US,Premium,English,34.504,No,0,Cash
2017-03-17 21:17:22.029,3210,TCP  ,41.58.61.47,3745,Mozilla Firefox,59,Male,US,Premium,English,10.824,No,0,Credit Card
2017-03-17 21:17:39.166,4576,TCP  ,41.58.78.98,3004,Android App,19,Male,US,Premium,English,1295.78,No,0,Cash
2017-03-17 21:17:39.166,4965,TCP  ,41.59.36.114,3745,Android App,31,Male,IT,Premium,English,19.456,No,0,Cash
2017-03-17 21:17:57.573,1927,TCP  ,41.60.115.174,2900,Android App,38,Female,RU,Premium,English,20.7,No,0,Credit Card
2017-03-17 21:17:57.573,2628,TCP  ,41.60.129.94,3745,Android App,50,Female,RU,Premium,English,1335.68,No,0,Others
2017-03-17 21:18:29.853,3882,TCP  ,41.63.158.165,46,Android App,61,Male,JP,Premium,Spanish,32.4,No,0,Credit Card
2017-03-17 21:18:29.853,4549,TCP  ,41.66.195.167,40,Android App,56,Female,IT,Premium,English,42.6,No,0,Debit Card
2017-03-17 21:18:30.266,4122,TCP  ,41.66.227.62,92,Android App,21,Male,US,Premium,English,84.056,No,0,Others
2017-03-17 21:18:30.266,3230,TCP  ,41.66.228.76,44,Android App,38,Female,IT,Premium,English,13,No,0,Debit Card
2017-03-17 21:18:16.246,1791,TCP  ,41.66.253.106,2900,Android App,31,Male,CA,Premium,English,13.128,No,0,Cash
2017-03-17 21:18:16.246,4099,TCP  ,41.66.253.145,3745,Android App,50,Female,JP,Premium,English,3.96,No,0,Others
2017-03-17 21:18:35.628,1994,TCP  ,41.66.253.18,2916,Android App,57,Female,IT,Premium,English,2.61,No,0,Credit Card
2017-03-17 21:18:35.628,2987,TCP  ,41.66.253.78,3745,Android App,44,Female,IT,Premium,English,0,No,0,Cash
2017-03-17 21:18:54.132,3150,TCP  ,41.66.253.97,2900,Android App,34,Male,US,Premium,English,91.84,No,0,Debit Card
2017-03-17 21:18:54.132,4944,TCP  ,41.66.255.105,3745,Android App,58,Female,CA,Premium,English,81.088,No,0,Others
2017-03-17 21:19:12.792,2641,TCP  ,41.66.255.210,3004,Android App,34,Female,CN,Premium,English,19.44,No,0,Cash
2017-03-17 21:19:12.792,4892,TCP  ,41.66.255.237,3745,Android App,55,Male,CN,Premium,English,451.152,No,0,Credit Card
2017-03-17 21:16:40.131,2597,TCP  ,41.66.255.242,561,Android App,39,Male,US,Normal,English,72.45,No,0,Cash
2017-03-17 21:16:40.131,2547,TCP  ,41.66.255.30,589,Android App,50,Male,IT,Normal,English,13.96,No,0,Cash
2017-03-17 21:16:40.132,2415,TCP  ,41.66.28.114,702,Android App,51,Male,CA,Normal,French,33.264,No,0,Others
2017-03-17 21:16:40.132,4261,TCP  ,41.66.28.121,586,Android App,51,Male,CN,Normal,French,14.85,No,0,Others
2017-03-17 21:16:40.132,3088,TCP  ,41.72.112.5,556,Android App,57,Male,US,Normal,English,8.82,No,0,Credit Card
2017-03-17 21:16:40.132,2988,TCP  ,41.72.20.111,515,Android App,33,Male,CA,Normal,Portuguese,160.72,No,0,Cash
2017-03-17 21:16:40.194,4536,TCP  ,41.73.121.148,1727,Chrome,34,Male,AR,Normal,Russian,19.92,No,0,Debit Card
2017-03-17 21:16:40.194,2393,TCP  ,41.73.158.97,579,Mozilla Firefox,68,Female,GB,Normal,English,0,Yes,450.12,Cash
2017-03-17 21:16:40.578,4522,TCP  ,41.73.96.80,561,Mozilla Firefox,31,Female,DE,Normal,French,69.712,No,0,Cash
2017-03-17 21:16:40.578,3986,TCP  ,41.73.96.90,589,Mozilla Firefox,64,Female,US,Normal,French,8.792,No,0,Debit Card
2017-03-17 21:16:40.579,4143,TCP  ,41.74.210.625,556,Mozilla Firefox,27,Female,IN,Normal,Spanish,51.52,No,0,Cash
2017-03-17 21:16:40.579,2078,TCP  ,41.74.210.712,515,Mozilla Firefox,54,Female,IN,Normal,Spanish,470.376,No,0,Credit Card
2017-03-17 21:16:40.579,4735,TCP  ,41.74.211.148,702,Mozilla Firefox,42,Female,IN,Normal,Spanish,105.584,No,0,Cash
2017-03-17 21:16:40.579,1504,TCP  ,41.74.212.196,586,Mozilla Firefox,18,Female,IN,Normal,Spanish,31.152,No,0,Cash
2017-03-17 21:16:42.335,2024,TCP  ,41.74.212.249,1727,Mozilla Firefox,46,Female,PL,Normal,Spanish,6.783,No,0,Others
2017-03-17 21:16:42.335,2001,TCP  ,41.75.133.7,579,Mozilla Firefox,46,Female,GB,Normal,English,406.368,No,0,Others
2017-03-17 21:19:32.057,3021,TCP  ,41.77.16.72,2900,Mozilla Firefox,67,Female,CA,Premium,Spanish,70.98,No,0,Cash
2017-03-17 21:19:32.057,3698,TCP  ,41.78.195.38,3745,Android App,59,Female,SE,Premium,English,294.93,No,0,Others
2017-03-17 21:16:14.692,3277,TCP  ,41.78.72.151,2625,Chrome,37,Male,JP,Premium,English,84.784,No,0,Debit Card
2017-03-17 21:16:14.692,4564,TCP  ,41.78.74.255,1678,Chrome,48,Male,CH,Premium,English,20.736,No,0,Cash
2017-03-17 20:20:04.849,3588,TCP  ,41.78.82.249,231,Chrome,63,Female,US,Premium,English,16.821,No,0,Cash
2017-03-17 20:20:04.849,4911,TCP  ,41.78.83.144,7699,Chrome,57,Female,CA,Premium,English,10.368,No,0,Credit Card
2017-03-17 21:19:52.058,2140,TCP  ,41.79.137.109,2900,Chrome,30,Female,AT,Premium,English,9.344,No,0,Cash
2017-03-17 21:19:52.058,3574,TCP  ,41.79.137.109,3745,Chrome,65,Male,CA,Premium,English,31.2,No,0,Credit Card
2017-03-17 21:20:12.937,4981,TCP  ,41.79.217.251,3036,IOS App,45,Male,NO,Premium,French,76.12,No,0,Cash
2017-03-17 21:20:12.937,3859,TCP  ,41.79.217.270,3745,IOS App,26,Female,CA,Premium,English,1199.976,No,0,Credit Card
2017-03-17 21:16:59.965,4175,TCP  ,41.79.219.200,2545,IOS App,61,Female,MX,Premium,French,0,Yes,450.1275,Cash
2017-03-17 21:16:59.965,1783,TCP  ,41.82.152.72,1632,IOS App,36,Male,CA,Premium,French,327.76,No,0,Cash
2017-03-17 21:20:33.982,1778,TCP  ,41.82.1.73,2900,IOS App,26,Female,IT,Premium,English,11.632,No,0,Cash
2017-03-17 21:20:33.982,3884,TCP  ,41.82.17.205,3745,IOS App,20,Male,US,Premium,English,143.982,No,0,Cash
2017-03-17 21:20:54.788,1610,TCP  ,41.82.62.108,2900,IOS App,55,Male,US,Premium,French,494.376,No,0,Cash
2017-03-17 21:20:54.788,3041,TCP  ,41.82.66.217,3745,Microsoft Edge,67,Female,US,Premium,French,5.84,No,0,Debit Card
2017-03-17 21:17:37.987,3177,TCP  ,41.83.75.194,2625,Microsoft Edge,53,Male,IT,Premium,French,142.776,No,0,Cash
2017-03-17 21:17:37.987,2909,TCP  ,41.85.189.168,1770,Microsoft Edge,65,Female,RU,Premium,English,45.696,No,0,Debit Card
2017-03-17 21:21:29.083,2999,TCP  ,41.86.227.176,46,Microsoft Edge,31,Male,RU,Premium,English,7.218,No,0,Others
2017-03-17 21:21:29.083,3565,TCP  ,41.87.161.93,40,Microsoft Edge,24,Female,JP,Premium,English,43.188,No,0,Debit Card
2017-03-17 21:21:13.925,2530,TCP  ,41.89.10.244,2900,Microsoft Edge,26,Male,IT,Premium,English,131.904,No,0,Debit Card
2017-03-17 21:21:13.925,2641,TCP  ,41.89.226.7,3745,Safari,41,Female,US,Premium,English,3.282,No,0,Debit Card
2017-03-17 21:18:30.655,4006,TCP  ,41.97.76.100,1988,Safari,49,Male,IT,Premium,English,21.168,No,0,Others
2017-03-17 21:18:30.655,3995,TCP  ,42.0.7.67,3545,Safari,65,Female,CA,Premium,English,55.188,No,0,Cash
2017-03-17 21:21:34.316,2868,TCP  ,42.106.175.145,2900,Safari,64,Male,JP,Premium,English,369.576,No,0,Cash
2017-03-17 21:21:34.316,2060,TCP  ,42.106.175.146,3745,Others,24,Male,IT,Premium,English,15.712,No,0,Debit Card
2017-03-17 21:16:40.200,2988,TCP  ,42.106.175.153,92,Others,38,Female,IT,Normal,English,8.448,No,0,Credit Card
2017-03-17 21:16:40.200,4413,TCP  ,42.107.175.153,190,Others,52,Female,US,Normal,English,728.946,No,0,Debit Card
2017-03-17 21:18:14.830,3313,TCP  ,42.112.156.184,2625,Others,37,Female,CA,Premium,English,119.94,No,0,Credit Card
2017-03-17 21:18:14.830,4566,TCP  ,42.112.179.202,1816,Others,51,Female,CN,Premium,English,3.648,No,0,Credit Card
2017-03-17 21:18:55.811,2107,TCP  ,42.112.227.96,2625,Others,57,Male,CN,Premium,English,40.48,No,0,Cash
2017-03-17 21:18:55.811,3830,TCP  ,42.112.234.189,1678,Others,28,Female,US,Premium,English,9.94,No,0,Credit Card
2017-03-17 21:18:59.043,2088,TCP  ,42.112.86.37,2545,Others,58,Male,IT,Premium,English,107.424,No,0,Credit Card
2017-03-17 21:18:59.043,4755,TCP  ,42.112.93.168,1678,Others,40,Male,CA,Premium,English,37.91,No,0,Cash
2017-03-17 21:21:54.334,1873,TCP  ,42.113.162.528,2900,Others,38,Female,CN,Premium,English,88.02,No,0,Cash
2017-03-17 21:21:54.334,1733,TCP  ,42.113.162.635,3745,Safari,28,Female,US,Premium,English,8.69,No,0,Credit Card
2017-03-17 21:19:21.793,3848,UDP  ,42.113.167.224,435,Safari,51,Male,CA,Premium,English,0,Yes,50.176,Cash
2017-03-17 21:19:21.793,2773,ICMP ,42.113.191.123,463,Safari,69,Female,AR,Premium,English,555.21,No,0,Debit Card
2017-03-17 21:22:14.087,4166,TCP  ,42.113.41.113,2900,Safari,48,Female,GB,Premium,English,523.48,No,0,Cash
2017-03-17 21:22:14.087,2569,TCP  ,42.113.85.18,3745,Safari,23,Female,DE,Premium,English,161.82,No,0,Cash
2017-03-17 21:19:40.125,2903,TCP  ,42.114.20.167,556,Safari,43,Female,US,Normal,English,35.56,No,0,Cash
2017-03-17 21:19:40.125,3608,TCP  ,42.114.241.141,515,IOS App,53,Female,IN,Normal,English,97.16,No,0,Cash
2017-03-17 21:19:40.125,2776,TCP  ,42.114.246.32,702,Microsoft Edge,28,Male,CA,Normal,English,15.24,No,0,Debit Card
2017-03-17 21:19:40.125,3202,TCP  ,42.114.87.5,586,Microsoft Edge,58,Female,AR,Normal,English,13.23,No,0,Others
2017-03-17 21:19:40.571,1524,TCP  ,42.115.140.44,702,Microsoft Edge,49,Male,PL,Normal,English,243.384,No,0,Credit Card
2017-03-17 21:19:40.571,3784,TCP  ,42.115.19.39,586,IOS App,59,Female,IN,Normal,English,119.8,No,0,Credit Card
2017-03-17 21:19:40.572,2559,TCP  ,42.115.29.206,556,IOS App,53,Male,KR,Normal,English,0,Yes,1140.304,Debit Card
2017-03-17 21:19:40.572,4042,TCP  ,42.115.46.218,469,IOS App,21,Female,CA,Normal,English,17.88,No,0,Credit Card
2017-03-17 21:19:42.198,4356,TCP  ,42.117.49.22,639,IOS App,62,Male,CN,Normal,English,235.944,No,0,Cash
2017-03-17 21:19:42.198,3508,TCP  ,42.119.157.252,614,IOS App,65,Male,AT,Normal,English,392.94,No,0,Cash
2017-03-17 21:19:42.271,4673,TCP  ,42.153.50.6,639,Chrome,29,Male,US,Normal,English,18.882,No,0,Debit Card
2017-03-17 21:19:42.271,3897,TCP  ,42.2.132.233,614,Chrome,43,Female,CA,Normal,English,122.328,No,0,Debit Card
2017-03-17 21:19:02.540,1982,TCP  ,42.201.128.232,2625,Chrome,55,Female,FR,Premium,French,1049.2,No,0,Cash
2017-03-17 21:19:02.540,3016,TCP  ,42.60.134.41,1678,Chrome,66,Female,CH,Premium,English,15.424,No,0,Debit Card
2017-03-17 21:22:32.622,2983,TCP  ,42.60.245.147,2916,Chrome,68,Male,IN,Premium,English,18.84,No,0,Others
2017-03-17 21:22:32.622,2063,TCP  ,42.60.42.221,3745,Chrome,54,Female,IN,Premium,English,330.4,No,0,Cash
2017-03-17 21:22:58.519,2288,TCP  ,42.61.252.44,427,Chrome,57,Male,US,Premium,English,26.25,No,0,Cash
2017-03-17 21:22:58.519,3171,TCP  ,42.72.80.89,4445,Chrome,60,Male,NO,Premium,English,132.52,No,0,Cash
2017-03-17 21:19:44.291,2501,TCP  ,42.92.166.249,2625,Chrome,44,Male,IN,Premium,English,0,Yes,225.06,Cash
2017-03-17 21:19:44.291,4514,TCP  ,43.224.108.65,1678,Chrome,41,Male,JP,Premium,English,209.3,No,0,Cash
2017-03-17 21:22:51.571,4107,TCP  ,43.224.128.156,2900,Others,60,Male,PL,Premium,English,31.56,No,0,Debit Card
2017-03-17 21:22:51.571,1728,TCP  ,43.224.195.10,3745,Others,34,Female,GB,Premium,French,30.144,No,0,Cash
2017-03-17 21:20:08.112,1546,TCP  ,43.224.221.181,2625,Others,65,Male,CA,Premium,English,14.8,No,0,Others
2017-03-17 21:20:08.112,2747,TCP  ,43.224.33.143,1586,Others,44,Male,SE,Premium,English,0,Yes,945,Credit Card
2017-03-17 21:23:10.391,3577,TCP  ,43.225.248.117,40,Others,18,Female,JP,Premium,English,0,Yes,50.176,Cash
2017-03-17 21:23:10.391,3821,TCP  ,43.225.70.17,46,Others,33,Female,CH,Premium,English,379.4,No,0,Credit Card
2017-03-17 21:20:10.733,4778,TCP  ,43.226.7.5,2625,Mozilla Firefox,32,Male,US,Premium,English,97.82,No,0,Cash
2017-03-17 21:20:10.733,2006,TCP  ,43.227.133.49,1678,Mozilla Firefox,27,Male,CA,Premium,English,103.12,No,0,Cash
2017-03-17 21:20:13.361,3303,TCP  ,43.228.222.25,2625,Mozilla Firefox,50,Male,AT,Premium,English,113.552,No,0,Credit Card
2017-03-17 21:20:13.361,3550,TCP  ,43.228.93.208,1632,Mozilla Firefox,59,Male,CA,Premium,tegulu,3.318,No,0,Credit Card
2017-03-17 21:23:10.440,2689,TCP  ,43.228.96.39,2900,Mozilla Firefox,26,Male,NO,Premium,English,134.288,No,0,Credit Card
2017-03-17 21:23:10.440,1656,TCP  ,43.230.180.8,3745,Mozilla Firefox,21,Male,CA,Premium,English,701.372,No,0,Cash
2017-03-17 21:23:33.089,2553,TCP  ,43.230.45.62,46,Android App,65,Female,MX,Premium,English,2.308,No,0,Cash
2017-03-17 21:23:33.089,1751,TCP  ,43.231.252.155,40,Android App,56,Male,CA,Premium,English,999.432,No,0,Credit Card
2017-03-17 21:21:36.380,3357,TCP  ,43.231.55.838,329,Android App,32,Female,IT,Premium,English,724.08,No,0,Credit Card
2017-03-17 21:21:36.380,2763,TCP  ,43.231.55.957,6654,Android App,42,Female,US,Premium,English,918.785,No,0,Cash
2017-03-17 21:23:28.777,4627,TCP  ,43.231.56.63,2900,Android App,22,Female,US,Premium,English,2.724,No,0,Cash
2017-03-17 21:23:28.777,3431,TCP  ,43.239.205.42,3745,Android App,54,Female,US,Premium,English,459.95,No,0,Cash
2017-03-17 21:20:19.307,2857,TCP  ,43.239.215.86,2625,Android App,57,Male,IT,Premium,nepali,10.74,No,0,Credit Card
2017-03-17 21:20:19.307,2483,TCP  ,43.239.218.131,1724,Android App,68,Female,RU,Premium,English,23.76,No,0,Credit Card
2017-03-17 21:23:48.582,2330,TCP  ,43.241.128.85,3004,Android App,41,Male,RU,Premium,English,85.056,No,0,Credit Card
2017-03-17 21:23:48.582,4554,TCP  ,43.241.144.125,3745,Android App,68,Female,JP,Premium,English,381.576,No,0,Cash
2017-03-17 21:24:06.043,1741,TCP  ,43.241.151.37,46,Android App,57,Female,IT,Premium,English,30.36,No,0,Credit Card
2017-03-17 21:24:06.043,3736,TCP  ,43.242.240.53,40,Android App,52,Male,US,Premium,mongolian,23.976,No,0,Credit Card
2017-03-17 21:24:07.226,2334,TCP  ,43.245.11.149,441,Android App,67,Male,IT,Premium,English,108.925,No,0,Others
2017-03-17 21:24:07.226,4372,TCP  ,43.245.159.29,4517,Android App,56,Male,CA,Premium,English,36.352,No,0,Debit Card
2017-03-17 21:24:14.045,4367,TCP  ,43.246.104.194,46,Android App,25,Female,JP,Premium,English,19.56,No,0,Cash
2017-03-17 21:24:14.045,4070,TCP  ,43.246.159.197,40,Android App,52,Female,IT,Premium,English,61.44,No,0,Credit Card
2017-03-17 21:20:59.201,4253,TCP  ,43.247.156.164,2625,Android App,25,Male,IT,Premium,English,38.9,No,0,Cash
2017-03-17 21:20:59.201,2660,TCP  ,43.247.156.164,1632,Android App,23,Male,US,Premium,English,99.39,No,0,Others
2017-03-17 21:24:06.745,1939,TCP  ,43.247.158.7,3004,Android App,60,Female,CA,Premium,English,2.688,No,0,Cash
2017-03-17 21:24:06.745,4039,TCP  ,43.247.159.5,3745,Android App,66,Female,CN,Premium,English,27.816,No,0,Credit Card
2017-03-17 21:21:21.921,4301,TCP  ,43.248.34.171,1865,Android App,40,Female,CN,Premium,English,82.524,No,0,Cash
2017-03-17 21:21:21.921,4578,TCP  ,43.248.35.220,2961,Android App,46,Female,US,Premium,English,182.994,No,0,Credit Card
2017-03-17 21:21:27.463,1706,TCP  ,43.248.38.220,1593,Chrome,23,Male,IT,Premium,English,14.352,No,0,Credit Card
2017-03-17 21:21:27.463,3605,TCP  ,43.251.0.101,2669,Mozilla Firefox,62,Female,CA,Premium,English,64.96,No,0,Cash
2017-03-17 21:21:30.081,2992,TCP  ,43.251.215.14,1593,Mozilla Firefox,30,Male,CN,Premium,English,68.6,No,0,Cash
2017-03-17 21:21:30.081,2768,TCP  ,43.251.218.205,2617,Mozilla Firefox,46,Male,US,Premium,English,0,Yes,114.688,Debit Card
2017-03-17 21:21:30.559,2544,TCP  ,43.252.159.32,1593,Mozilla Firefox,46,Male,CA,Premium,English,167.44,No,0,Cash
2017-03-17 21:21:30.559,2952,TCP  ,43.252.192.86,2669,Mozilla Firefox,39,Female,AR,Premium,English,479.97,No,0,Cash
2017-03-17 21:21:32.751,3305,TCP  ,43.252.221.186,1697,Mozilla Firefox,61,Female,GB,Premium,English,14.62,No,0,Debit Card
2017-03-17 21:21:32.751,3649,TCP  ,43.252.25.70,2669,Mozilla Firefox,29,Male,DE,Premium,English,19.44,No,0,Others
2017-03-17 21:21:35.749,3655,TCP  ,43.252.64.143,1865,Mozilla Firefox,26,Female,US,Premium,English,191.984,No,0,Credit Card
2017-03-17 21:21:35.749,2151,TCP  ,43.255.179.36,2961,Mozilla Firefox,55,Male,JP,Premium,English,0,Yes,450.12,Debit Card
2017-03-17 21:21:40.127,2988,TCP  ,45.109.1.143,561,Mozilla Firefox,48,Male,AU,Normal,Arabic,284.82,No,0,Cash
2017-03-17 21:21:40.127,2076,TCP  ,45.112.176.89,543,Android App,47,Female,IT,Normal,English,36.84,No,0,Credit Card
2017-03-17 21:21:40.189,1734,TCP  ,45.112.177.56,1727,Chrome,18,Female,RU,Normal,English,166.24,No,0,Cash
2017-03-17 21:21:40.189,2546,TCP  ,45.112.42.187,579,Chrome,24,Male,CH,Normal,English,33.4,No,0,Credit Card
2017-03-17 21:21:40.570,1508,TCP  ,45.112.9.142,561,Chrome,32,Male,AR,Normal,English,198.272,No,0,Cash
2017-03-17 21:21:40.570,2147,TCP  ,45.113.237.158,589,Chrome,39,Female,FI,Normal,English,47.36,No,0,Credit Card
2017-03-17 21:21:40.695,4953,TCP  ,45.114.157.123,1727,Chrome,66,Female,IN,Normal,English,200.984,No,0,Others
2017-03-17 21:21:40.695,4762,TCP  ,45.114.232.41,579,Chrome,47,Female,CA,Normal,English,97.696,No,0,Credit Card
2017-03-17 21:21:15.723,2005,TCP  ,45.114.61.224,2625,IOS App,38,Female,AU,Premium,English,2.696,No,0,Cash
2017-03-17 21:21:15.723,2342,TCP  ,45.115.171.161,1724,IOS App,26,Male,CA,Premium,English,18.588,No,0,Credit Card
2017-03-17 21:24:25.577,1697,TCP  ,45.115.172.124,2900,IOS App,57,Female,IT,Premium,English,4.896,No,0,Debit Card
2017-03-17 21:24:25.577,2212,TCP  ,45.115.190.74,3745,IOS App,30,Female,IT,Premium,English,15.072,No,0,Cash
2017-03-17 21:24:49.657,3865,TCP  ,45.115.53.205,46,IOS App,20,Female,IT,Premium,English,209.88,No,0,Credit Card
2017-03-17 21:24:49.657,1784,TCP  ,45.116.121.22,40,IOS App,35,Male,AU,Premium,English,369.912,No,0,Credit Card
2017-03-17 21:21:40.856,4886,TCP  ,45.116.123.173,2137,IOS App,38,Female,IT,Premium,English,10.368,No,0,Debit Card
2017-03-17 21:21:40.856,1647,TCP  ,45.116.228.45,3357,Microsoft Edge,47,Male,IT,Premium,English,166.84,No,0,Credit Card
2017-03-17 21:19:53.346,4506,TCP  ,45.116.232.54,268,Microsoft Edge,69,Female,IT,Premium,English,15.216,No,0,Cash
2017-03-17 21:19:53.346,4016,TCP  ,45.116.233.25,281,Microsoft Edge,51,Female,US,Premium,English,119.96,No,0,Others
2017-03-17 21:21:51.868,2558,TCP  ,45.117.51.226,2137,Microsoft Edge,35,Female,RU,Premium,English,883.92,No,0,Credit Card
2017-03-17 21:21:51.868,4656,TCP  ,45.118.159.241,3305,Microsoft Edge,58,Male,CN,Premium,English,46.72,No,0,Cash
2017-03-17 21:24:44.517,4057,TCP  ,45.118.216.101,2900,Microsoft Edge,57,Female,CA,Premium,English,55.48,No,0,Credit Card
2017-03-17 21:24:44.517,3430,TCP  ,45.119.135.140,3745,Safari,53,Female,CN,Premium,English,24.448,No,0,Cash
2017-03-17 21:22:01.953,3810,TCP  ,45.119.154.115,2137,Safari,56,Female,CH,Premium,English,281.34,No,0,Cash
2017-03-17 21:22:01.953,1827,TCP  ,45.119.44.70,3357,Safari,52,Male,CN,Premium,English,307.98,No,0,Debit Card
2017-03-17 21:22:12.695,2519,TCP  ,45.120.112.254,1729,Safari,35,Female,CA,Premium,English,299.97,No,0,Credit Card
2017-03-17 21:22:12.695,2355,TCP  ,45.123.216.222,2841,Others,31,Male,AT,Premium,English,19.92,No,0,Cash
2017-03-17 21:22:16.265,3989,TCP  ,45.123.41.10,1593,Others,55,Female,GB,Premium,English,9.94,No,0,Cash
2017-03-17 21:22:16.265,3574,TCP  ,45.123.41.10,2669,Others,34,Male,CA,Premium,English,103.056,No,0,Credit Card
2017-03-17 21:22:18.581,2333,TCP  ,45.123.93.85,1609,Others,20,Female,JP,Premium,English,59.808,No,0,Others
2017-03-17 21:22:18.581,2234,TCP  ,45.124.141.133,2669,Others,44,Female,PL,Premium,English,73.32,No,0,Credit Card
2017-03-17 21:25:03.490,3248,TCP  ,45.124.51.17,2900,Others,48,Female,CH,Premium,English,0,Yes,2280.646,Credit Card
2017-03-17 21:25:03.490,4729,TCP  ,45.127.233.255,3745,Others,46,Female,US,Premium,English,1652.94,No,0,Debit Card
2017-03-17 21:25:14.485,3627,TCP  ,45.17.23.28,389,Others,28,Female,RU,Premium,English,296.37,No,0,Credit Card
2017-03-17 21:25:14.485,2865,TCP  ,45.18.176.235,4513,Others,63,Female,US,Premium,English,129.92,No,0,Credit Card
2017-03-17 21:22:20.839,4252,TCP  ,45.19.153.189,1593,Others,47,Male,US,Premium,English,45.584,No,0,Credit Card
2017-03-17 21:22:20.839,2451,TCP  ,45.19.208.32,2669,Safari,28,Male,JP,Premium,English,17.568,No,0,Credit Card
2017-03-17 21:22:23.541,4306,TCP  ,45.210.174.88,1457,Safari,20,Female,AU,Premium,English,55.992,No,0,Cash
2017-03-17 21:22:23.541,3493,TCP  ,45.210.62.146,2497,Safari,42,Female,CA,Premium,English,182.72,No,0,Cash
2017-03-17 21:22:24.018,4425,TCP  ,45.21.22.242,1697,Safari,53,Male,NO,Premium,English,400.032,No,0,Cash
2017-03-17 21:22:24.018,4625,TCP  ,45.211.43.217,2669,Safari,69,Female,CH,Premium,English,33.63,No,0,Credit Card
2017-03-17 21:21:43.610,3628,TCP  ,45.216.150.84,2625,Safari,18,Male,RU,Premium,French,0,No,0,Cash
2017-03-17 21:21:43.610,4651,TCP  ,45.218.77.33,1770,IOS App,59,Female,SE,Premium,French,6.3,No,0,Cash
2017-03-17 21:22:29.296,4542,TCP  ,45.23.39.44,2625,Microsoft Edge,29,Male,IT,Premium,English,242.94,No,0,Credit Card
2017-03-17 21:22:29.296,2566,TCP  ,45.244.206.126,1724,Microsoft Edge,41,Male,US,Premium,English,179.97,No,0,Others
2017-03-17 21:22:27.104,4855,TCP  ,45.248.117.182,2053,Microsoft Edge,66,Female,CA,Premium,English,99.696,No,0,Credit Card
2017-03-17 21:22:27.104,4794,TCP  ,45.248.193.248,3133,IOS App,55,Male,DE,Premium,English,27.936,No,0,Debit Card
2017-03-17 21:22:33.059,1646,TCP  ,45.249.123.37,2625,IOS App,22,Male,CA,Premium,English,84.98,No,0,Others
2017-03-17 21:22:33.059,2059,TCP  ,45.249.123.50,1662,IOS App,29,Male,JP,Premium,English,18.72,No,0,Debit Card
2017-03-17 21:22:36.439,2195,TCP  ,45.249.123.53,2625,IOS App,27,Male,JP,Premium,English,49.98,No,0,Cash
2017-03-17 21:22:36.439,2153,TCP  ,45.249.123.53,1632,IOS App,57,Female,GB,Premium,English,11.784,No,0,Others
2017-03-17 21:21:40.200,4638,TCP  ,45.249.247.98,702,Chrome,69,Female,IT,Normal,English,272.736,No,0,Credit Card
2017-03-17 21:21:40.200,4254,TCP  ,45.250.224.45,586,Chrome,44,Female,AT,Normal,English,3.54,No,0,Cash
2017-03-17 21:22:40.127,3325,TCP  ,45.250.50.113,556,Chrome,38,Female,IT,Normal,English,51.52,No,0,Debit Card
2017-03-17 21:22:40.127,2260,TCP  ,45.25.116.147,515,Chrome,67,Male,CH,Normal,English,3.528,No,0,Others
2017-03-17 21:22:40.572,3392,TCP  ,45.26.37.99,556,Chrome,29,Female,IT,Normal,English,4.624,No,0,Cash
2017-03-17 21:22:40.572,4961,TCP  ,45.27.207.211,515,Chrome,28,Female,MX,Normal,English,55.168,No,0,Credit Card
2017-03-17 21:22:40.572,1655,TCP  ,45.31.153.162,702,Chrome,33,Male,IT,Normal,English,567.12,No,0,Cash
2017-03-17 21:22:40.572,2772,TCP  ,45.32.71.116,586,Chrome,24,Female,IT,Normal,English,359.32,No,0,Cash
2017-03-17 21:25:22.113,1824,TCP  ,45.33.109.144,2900,Chrome,38,Male,KR,Premium,English,11.992,No,0,Others
2017-03-17 21:25:22.113,2197,TCP  ,45.33.110.69,3745,Chrome,31,Female,IT,Premium,English,58.05,No,0,Others
2017-03-17 21:22:32.833,4100,TCP  ,45.33.152.130,2137,Others,68,Male,PR,Premium,English,157.74,No,0,Credit Card
2017-03-17 21:22:32.833,2248,TCP  ,45.33.152.189,3357,Others,67,Female,AU,Premium,English,56.98,No,0,Cash
2017-03-17 21:22:42.735,3093,TCP  ,45.33.152.23,1457,Others,20,Female,US,Premium,English,2.88,No,0,Debit Card
2017-03-17 21:22:42.735,2037,TCP  ,45.33.152.60,2497,Others,58,Male,IT,Premium,English,1199.976,No,0,Cash
